"O_trunc" "O_eps" "eps_speed" "prob"
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
15 1.35714285714286 0.357142857142857 0.493522621518838
16 1.35294117647059 0.352941176470588 0.534477671401692
16 1.35294117647059 0.352941176470588 0.534477671366123
16 1.35294117647059 0.352941176470588 0.524225858263245
23 1 0.368421052631579 0.554467633790098
23 1 0.388888888888889 0.579223820297002
20 1.33333333333333 0.333333333333333 0.475105382285147
22 1.29411764705882 0.294117647058824 0.498811384707888
22 1 0.333333333333333 0.480253940297717
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.411764705882353 0.576901718535971
23 1 0.368421052631579 0.554467633790098
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.411764705882353 0.576901718535971
23 1 0.368421052631579 0.554467633790098
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.411764705882353 0.576901718535971
23 1 0.368421052631579 0.554467633790098
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
14 1.35714285714286 0.357142857142857 0.492867938187956
14 1.375 0.375 0.556141962547578
14 1 0.4 0.584939392256498
15 1.375 0.375 0.556168838249296
12 1.31578947368421 0.315789473684211 0.505720909903649
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
23 1 0.388888888888889 0.579223820297002
