"O_trunc" "O_eps" "eps_speed" "prob"
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
20 -1.28571428571429 0.357142857142857 0.566758720865846
21 -1.25 0.375 0.591644959192333
21 -1.25 0.375 0.591644959158357
21 -1.2 0.4 0.627837942987244
31 -2.52631578947368 0.368421052631579 0.560261591415013
34 -2 0.333333333333333 0.591397827690977
26 -1.38461538461538 0.307692307692308 0.532345953612975
27 -0.692307692307692 0.307692307692308 0.552631813290638
28 -2.33333333333333 0.333333333333333 0.50734971083951
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
32 -2.23529411764706 0.352941176470588 0.580992134308483
31 -2.52631578947368 0.368421052631579 0.560261591415013
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
32 -2.23529411764706 0.352941176470588 0.580992134308483
31 -2.52631578947368 0.368421052631579 0.560261591415013
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
32 -2.23529411764706 0.352941176470588 0.580992134308483
31 -2.52631578947368 0.368421052631579 0.560261591415013
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
19 -1.28571428571429 0.357142857142857 0.56669445733592
17 -0.666666666666667 0.333333333333333 0.580557682868426
18 -1.25 0.375 0.591531640559432
18 -0.666666666666667 0.333333333333333 0.580573854280724
17 -1.33333333333333 0.333333333333333 0.565647760849594
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
34 -2 0.333333333333333 0.591397827690977
